magnitude,cdi,mmi,tsunami,sig,nst,dmin,gap,magtype,depth,location
7.5,0.0,7.0,0.0,865.0,321.0,0.0,0.0,mwc,31.0,"Mindanao, Philippines"
7.4,0.0,5.0,0.0,842.0,138.0,0.0,0.0,mwc,113.5,"Jurm, Afghanistan"
6.6,0.0,6.0,0.0,670.0,444.0,0.0,0.0,mwc,39.0,"Kimbe, Papua New Guinea"
6.5,0.0,7.0,0.0,650.0,482.0,0.0,0.0,mwc,5.0,"Sultanda??, Turkey"
6.7,0.0,8.0,0.0,691.0,333.0,0.0,0.0,mwc,11.0,"Aitape, Papua New Guinea"
6.6,0.0,6.0,0.0,670.0,386.0,0.0,0.0,mwc,10.0,"Port-Vila, Vanuatu"
7.2,0.0,6.0,0.0,798.0,427.0,0.0,0.0,mwc,21.0,"Port-Vila, Vanuatu"
6.8,0.0,7.0,0.0,711.0,385.0,0.0,0.0,mwc,16.0,"Malango, Solomon Islands"
6.8,0.0,5.0,0.0,711.0,499.0,0.0,0.0,mwc,14.0,"Yonakuni, Japan"
6.5,0.0,5.0,0.0,650.0,605.0,0.0,0.0,mwc,113.5,"Hanamaki, Japan"
7.8,0.0,9.0,0.0,936.0,368.0,0.0,0.0,mwc,10.0,"Southern Qinghai, China"
7.0,0.0,7.0,0.0,754.0,254.0,0.0,0.0,mwc,33.0,"Kimbe, Papua New Guinea"
7.5,0.0,6.0,0.0,865.0,234.0,0.0,0.0,mwc,33.0,"Kendari, Indonesia"
7.0,0.0,6.0,0.0,754.0,482.0,0.0,0.0,mwc,37.0,"Inarajan Village, Guam"
6.5,0.0,6.0,0.0,650.0,174.0,0.0,0.0,mwc,33.0,"Manokwari, Indonesia"
6.6,6.0,6.0,0.0,754.0,0.0,0.0,0.0,mw,113.5,"Kokhanok, Alaska"
6.5,0.0,8.0,0.0,650.0,483.0,0.0,0.0,mwc,10.0,"Skýros, Greece"
7.6,0.0,7.0,0.0,889.0,398.0,0.0,0.0,mwc,33.0,"Punta de Bombón, Peru"
6.6,0.0,7.0,0.0,670.0,324.0,0.0,0.0,mwc,62.0,"Achanizo, Peru"
6.7,0.0,6.0,0.0,691.0,422.0,0.0,0.0,mwc,24.0,"Pacocha, Peru"
7.85,0.0,8.0,0.0,1086.0,518.0,0.0,0.0,mww,33.0,"Atico, Peru"
6.7,0.0,6.0,0.0,691.0,282.0,0.0,0.0,mwc,17.0,"Panguna, Papua New Guinea"
6.8,0.0,7.0,0.0,711.0,596.0,0.0,0.0,mwc,50.0,"Kure, Japan"
6.5,0.0,6.0,0.0,650.0,206.0,0.0,0.0,mwc,33.0,"Ambon, Indonesia"
6.8,7.0,7.0,0.0,1149.125,67.0,0.0,31.0,md,51.798,"Longbranch, Washington"
7.1,0.0,7.0,0.0,776.0,426.0,0.0,0.0,mwc,35.0,"Ternate, Indonesia"
7.4,0.0,6.0,0.0,842.0,221.0,0.0,0.0,mwc,36.0,"Bengkulu, Indonesia"
6.6,0.0,8.0,0.0,670.0,273.0,0.0,0.0,mwc,10.0,"Cojutepeque, El Salvador"
7.7,0.0,9.0,0.0,912.0,472.0,0.0,0.0,mwc,16.0,"Bhach?u, India"
6.9,0.0,6.0,0.0,732.0,117.0,0.0,0.0,mwb,28.0,"Bengkulu, Indonesia"
7.7,0.0,8.0,0.0,912.0,427.0,0.0,0.0,mwc,60.0,"Puerto El Triunfo, El Salvador"
6.9,5.0,7.0,0.0,745.0,0.0,0.0,0.0,mw,36.4,"Old Harbor, Alaska"
7.1,0.0,7.0,0.0,776.0,372.0,0.0,0.0,mwb,103.0,"Port-Olry, Vanuatu"
6.8,0.0,5.0,0.0,711.0,64.0,0.0,0.0,mwc,33.0,"Mindanao, Philippines"
7.5,0.0,7.0,0.0,865.0,324.0,0.0,0.0,mwc,33.0,"Lukatan, Philippines"
6.5,0.0,7.0,0.0,650.0,401.0,0.0,0.0,mwc,31.0,"Kokopo, Papua New Guinea"
7.0,0.0,7.0,0.0,754.0,495.0,0.0,0.0,mwc,30.0,"Balkanabat, Turkmenistan"
6.5,0.0,6.0,0.0,650.0,268.0,0.0,0.0,mwc,33.0,"Badamdar, Azerbaijan"
6.8,0.0,6.0,0.0,711.0,446.0,0.0,0.0,mwc,50.4,"Baku, Azerbaijan"
6.8,0.0,6.0,0.0,711.0,402.0,0.0,0.0,mwb,33.0,"Kokopo, Papua New Guinea"
6.6,0.0,6.0,0.0,670.0,267.0,0.0,0.0,mwc,33.0,"Kokopo, Papua New Guinea"
7.8,0.0,7.0,0.0,936.0,346.0,0.0,0.0,mwc,33.0,"Kokopo, Papua New Guinea"
6.5,0.0,6.0,0.0,650.0,71.0,0.0,0.0,mb,33.0,"Kokopo, Papua New Guinea"
7.8,0.0,7.0,0.0,936.0,294.0,0.0,0.0,mwc,30.0,"Kokopo, Papua New Guinea"
7.85,0.0,7.0,0.0,985.0,254.0,0.0,0.0,mwc,33.0,"Rabaul, Papua New Guinea"
6.5,0.0,7.0,0.0,650.0,462.0,0.0,0.0,mwc,17.0,"Juradó, Colombia"
7.0,0.0,7.0,0.0,754.0,60.0,0.0,0.0,mwc,50.0,"Kokopo, Papua New Guinea"
6.8,0.0,6.0,0.0,711.0,415.0,0.0,0.0,mwc,38.0,"Labuan, Indonesia"
6.7,0.0,8.0,0.0,691.0,390.0,0.0,0.0,mwc,10.0,"Matsue, Japan"
7.0,0.0,7.0,0.0,754.0,357.0,0.0,0.0,mwc,23.0,"Luganville, Vanuatu"
6.5,0.0,6.0,0.0,650.0,415.0,0.0,0.0,mwb,34.0,"Nkove, Tanzania"
6.8,0.0,6.0,0.0,711.0,336.0,0.0,0.0,mwc,16.0,"Ambon, Indonesia"
6.5,0.0,6.0,0.0,650.0,481.0,0.0,0.0,mwc,45.8,"El Habillal, Mexico"
6.8,0.0,7.0,0.0,711.0,593.0,0.0,0.0,mwc,10.0,"Uglegorsk, Russia"
6.6,0.0,6.0,0.0,670.0,218.0,0.0,0.0,mwc,33.0,"Lata, Solomon Islands"
6.5,0.0,7.0,0.0,650.0,428.0,0.0,0.0,mwc,10.0,"Shimoda, Japan"
6.6,0.0,5.0,0.0,670.0,367.0,0.0,0.0,mwc,10.0,"Kandrian, Papua New Guinea"
6.5,0.0,6.0,0.0,650.0,0.0,0.0,0.0,mw,42.9,"Larsen Bay, Alaska"
6.5,0.0,9.0,0.0,650.0,351.0,0.0,0.0,mwc,10.0,"Selfoss, Iceland"
7.85,0.0,5.0,0.0,960.0,405.0,0.0,0.0,mwc,10.0,South Indian Ocean
6.5,0.0,8.0,0.0,650.0,406.0,0.0,0.0,mwc,10.0,"Selfoss, Iceland"
6.7,0.0,5.0,0.0,691.0,352.0,0.0,0.0,mwc,33.0,"Bengkulu, Indonesia"
6.7,0.0,5.0,0.0,691.0,147.0,0.0,0.0,mb,33.0,"Bengkulu, Indonesia"
7.85,0.0,8.0,0.0,960.0,379.0,0.0,0.0,mwc,33.0,"Bengkulu, Indonesia"
7.2,0.0,5.0,0.0,798.0,0.0,0.0,0.0,mwc,113.5,"San Antonio de los Cobres, Argentina"
7.6,0.0,7.0,0.0,889.0,0.0,0.0,0.0,mwc,26.0,"Luwuk, Indonesia"
6.6,0.0,8.0,0.0,670.0,0.0,0.0,0.0,mwc,10.0,"Ialibu, Papua New Guinea"
6.6,0.0,6.0,0.0,670.0,0.0,0.0,0.0,mwc,33.0,"Kimbe, Papua New Guinea"
6.8,0.0,6.0,0.0,711.0,0.0,0.0,0.0,mwc,61.1,"Shikotan, Russia"
7.2,0.0,6.0,0.0,798.0,0.0,0.0,0.0,mwc,113.5,"Hihifo, Tonga"
6.9,0.0,6.0,0.0,732.0,0.0,0.0,0.0,mwb,33.0,"Lata, Solomon Islands"
6.5,0.0,6.0,0.0,650.0,0.0,0.0,0.0,mwb,56.0,"Labuan, Indonesia"
7.3,0.0,7.0,0.0,820.0,0.0,0.0,0.0,mwc,33.0,"Bolitoc, Philippines"
7.0,0.0,7.0,0.0,754.0,0.0,0.0,0.0,mw,43.6,"Karluk, Alaska"
6.6,0.0,5.0,0.0,670.0,0.0,0.0,0.0,mwb,113.5,"Arica, Chile"
7.5,0.0,7.0,0.0,865.0,0.0,0.0,0.0,mwc,33.0,"Lakatoro, Vanuatu"
7.0,0.0,6.0,0.0,754.0,0.0,0.0,0.0,mwc,33.0,"Kandrian, Papua New Guinea"
6.9,0.0,6.0,0.0,732.0,0.0,0.0,0.0,mwc,47.5,"Kandrian, Papua New Guinea"
7.2,0.0,9.0,0.0,798.0,0.0,0.0,0.0,mwc,10.0,"Düzce, Turkey"
6.5,0.0,4.0,0.0,650.0,0.0,0.0,0.0,mwc,113.5,"Ashk?sham, Afghanistan"
7.1,8.0,8.0,0.0,1149.125,73.0,0.0,57.0,mw,13.73,"Hector Mine, CA Earthquake"
7.5,0.0,8.0,0.0,865.0,0.0,0.0,0.0,mwc,60.6,"San Baltazar Loxicha, Mexico"
6.5,0.0,7.0,0.0,650.0,0.0,0.0,0.0,mwc,17.0,"Puli, Taiwan"
7.7,0.0,9.0,0.0,912.0,0.0,0.0,0.0,mwc,33.0,"Puli, Taiwan"
6.6,0.0,6.0,0.0,670.0,0.0,0.0,0.0,mwc,33.0,"Lakatoro, Vanuatu"
6.9,0.0,6.0,0.0,732.0,0.0,0.0,0.0,mwc,20.0,"Quepos, Costa Rica"
7.6,0.0,9.0,0.0,889.0,0.0,0.0,0.0,mwc,17.0,"Derince, Turkey"
6.7,0.0,8.0,0.0,691.0,0.0,0.0,0.0,mwc,10.0,"Potrerillos, Honduras"
7.0,0.0,7.0,0.0,754.0,0.0,0.0,0.0,mwc,70.0,"Texcala, Mexico"
6.6,0.0,5.0,0.0,670.0,0.0,0.0,0.0,mwc,27.0,"Kokopo, Papua New Guinea"
7.1,0.0,7.0,0.0,776.0,0.0,0.0,0.0,mwc,73.7,"Kokopo, Papua New Guinea"
7.1,0.0,7.0,0.0,776.0,0.0,0.0,0.0,mwb,113.5,"Kimbe, Papua New Guinea"
6.8,0.0,5.0,0.0,711.0,0.0,0.0,0.0,mwc,113.5,"Haveluloto, Tonga"
7.4,0.0,7.0,0.0,842.0,0.0,0.0,0.0,mwc,113.5,"Kimbe, Papua New Guinea"
6.8,0.0,7.0,0.0,711.0,0.0,0.0,0.0,mwc,87.2,"Camaná, Peru"
6.6,0.0,7.0,0.0,670.0,0.0,0.0,0.0,mwb,15.0,"P?palkoti, India"
6.9,0.0,6.0,0.0,732.0,0.0,0.0,0.0,mwc,33.0,"Adak, Alaska"
6.9,0.0,5.0,0.0,732.0,0.0,0.0,0.0,mwc,56.6,"Vilyuchinsk, Russia"
7.1,0.0,6.0,0.0,776.0,0.0,0.0,0.0,mwc,33.0,"Tabiauan, Philippines"
6.6,0.0,7.0,0.0,670.0,0.0,0.0,0.0,mwc,33.0,"K?h Sef?d, Iran"
7.3,0.0,7.0,0.0,820.0,0.0,0.0,0.0,mwc,90.1,"Sola, Vanuatu"
6.6,0.0,6.0,0.0,670.0,0.0,0.0,0.0,mwc,67.2,"Nikolski, Alaska"
7.0,0.0,7.0,0.0,754.0,0.0,0.0,0.0,mwc,113.5,"Kokopo, Papua New Guinea"
6.8,0.0,5.0,0.0,711.0,0.0,0.0,0.0,mwc,113.5,"Haveluloto, Tonga"
7.7,0.0,7.0,0.0,912.0,0.0,0.0,0.0,mwc,33.0,"Luwuk, Indonesia"
7.0,0.0,7.0,0.0,754.0,0.0,0.0,0.0,mwc,33.0,"Lospalos, Timor Leste"
6.7,0.0,6.0,0.0,691.0,0.0,0.0,0.0,mwc,33.0,"Lospalos, Timor Leste"
6.6,0.0,5.0,0.0,670.0,0.0,0.0,0.0,mwb,113.5,"Sumberpucung, Indonesia"
6.6,0.0,6.0,0.0,670.0,0.0,0.0,0.0,mwc,27.0,"Coquimbo, Chile"
6.8,0.0,5.0,0.0,711.0,0.0,0.0,0.0,mwc,50.0,"Pondaguitan, Philippines"
7.2,0.0,7.0,0.0,798.0,0.0,0.0,0.0,mwc,33.0,"Bahía de Caráquez, Ecuador"
6.7,0.0,6.0,0.0,691.0,0.0,0.0,0.0,mwc,33.0,"Abepura, Indonesia"
7.0,0.0,7.0,0.0,754.0,0.0,0.0,0.0,mwc,10.0,"Aitape, Papua New Guinea"
7.0,0.0,7.0,0.0,754.0,0.0,0.0,0.0,mwc,110.2,"Lata, Solomon Islands"
6.6,0.0,6.0,0.0,670.0,0.0,0.0,0.0,mwb,33.0,"Rust?q, Afghanistan"
6.6,0.0,8.0,0.0,670.0,0.0,0.0,0.0,mwb,24.0,"Mizque, Bolivia"
6.7,0.0,6.0,0.0,691.0,0.0,0.0,0.0,mwb,33.0,"Palu, Indonesia"
6.6,0.0,6.0,0.0,670.0,0.0,0.0,0.0,mwc,61.4,"Kokopo, Papua New Guinea"
7.5,0.0,5.0,0.0,865.0,0.0,0.0,0.0,mwb,33.0,"Ishigaki, Japan"
6.6,0.0,5.0,0.0,670.0,0.0,0.0,0.0,mwc,113.5,"San Fernando, Peru"
7.0,0.0,6.0,0.0,754.0,0.0,0.0,0.0,mwc,55.7,"Pariaman, Indonesia"
6.6,0.0,8.0,0.0,670.0,0.0,0.0,0.0,mwc,9.0,"Kerman, Iran"
7.1,0.0,7.0,0.0,776.0,0.0,0.0,0.0,mwc,42.0,Ant
6.7,0.0,6.0,0.0,691.0,0.0,0.0,0.0,mwc,23.4,"Labasa, Fiji"
6.6,0.0,7.0,0.0,670.0,0.0,0.0,0.0,mwc,34.8,"Ovalle, Chile"
6.6,0.0,6.0,0.0,670.0,0.0,0.0,0.0,mwc,33.0,"San José El Ídolo, Guatemala"
7.2,0.0,6.0,0.0,798.0,0.0,0.0,0.0,mwc,113.5,"Finschhafen, Papua New Guinea"
7.8,0.0,7.0,0.0,936.0,0.0,0.0,0.0,mwc,33.0,"Ust’-Kamchatsk Staryy, Russia"
7.0,0.0,6.0,0.0,754.0,0.0,0.0,0.0,mwc,24.0,"Gorontalo, Indonesia"
6.6,0.0,7.0,0.0,670.0,0.0,0.0,0.0,mwc,33.0,"Lithakiá, Greece"
7.0,0.0,6.0,0.0,754.0,0.0,0.0,0.0,mwc,113.5,"Port-Olry, Vanuatu"
6.5,0.0,4.0,0.0,650.0,0.0,0.0,0.0,mwb,113.5,"San Sebastián, El Salvador"
7.5,0.0,7.0,0.0,865.0,0.0,0.0,0.0,mwc,33.0,western Xizang
7.2,0.0,7.0,0.0,798.0,0.0,0.0,0.0,mwc,112.0,"Barranca, Peru"
7.1,0.0,7.0,0.0,776.0,0.0,0.0,0.0,mwc,58.0,"Monte Patria, Chile"
7.8,0.0,7.0,0.0,936.0,0.0,0.0,0.0,mwb,113.5,"Haveluloto, Tonga"
6.5,0.0,5.0,0.0,650.0,0.0,0.0,0.0,mwb,105.6,"Talisay, Philippines"
6.8,0.0,5.0,0.0,711.0,0.0,0.0,0.0,mwb,113.5,"Roncesvalles, Colombia"
6.6,0.0,6.0,0.0,670.0,0.0,0.0,0.0,mwc,22.8,"Angoram, Papua New Guinea"
6.9,0.0,6.0,0.0,732.0,0.0,0.0,0.0,mwb,33.0,"El Ciruelo, Mexico"
7.0,0.0,8.0,0.0,754.0,0.0,0.0,0.0,mwc,19.9,"Carúpano, Venezuela"
6.8,0.0,6.0,0.0,711.0,0.0,0.0,0.0,mwc,19.0,"Coquimbo, Chile"
6.5,0.0,6.0,0.0,650.0,0.0,0.0,0.0,mwc,70.0,"Churumuco de Morelos, Mexico"
6.8,0.0,6.0,0.0,711.0,0.0,0.0,0.0,mwc,57.0,"Isangel, Vanuatu"
6.5,0.0,4.0,0.0,650.0,0.0,0.0,0.0,mwb,113.5,"Jurm, Afghanistan"
7.3,0.0,9.0,0.0,820.0,0.0,0.0,0.0,mwb,10.0,"Q?’en, Iran"
6.5,0.0,6.0,0.0,650.0,0.0,0.0,0.0,mwc,100.8,"Yigo Village, Guam"
6.7,0.0,7.0,0.0,691.0,0.0,0.0,0.0,mwb,5.0,"Scarborough, Trinidad and Tobago"
7.7,0.0,6.0,0.0,912.0,0.0,0.0,0.0,mwc,33.0,"Sola, Vanuatu"
6.5,0.0,6.0,0.0,650.0,0.0,0.0,0.0,mwc,69.1,"Finschhafen, Papua New Guinea"
6.9,0.0,5.0,0.0,732.0,0.0,0.0,0.0,mwb,10.0,"Kinablangan, Philippines"
7.1,0.0,6.0,0.0,776.0,0.0,0.0,0.0,mwc,33.0,"Harnai, Pakistan"
6.5,0.0,8.0,0.0,650.0,0.0,0.0,0.0,mwc,10.0,Turkmenistan-Iran border region
7.2,0.0,7.0,0.0,798.0,0.0,0.0,0.0,mwb,33.0,"El Habillal, Mexico"
6.5,0.0,4.0,0.0,650.0,0.0,0.0,0.0,mwc,113.5,"Iwanai, Japan"
6.7,0.0,6.0,0.0,691.0,0.0,0.0,0.0,mwc,49.2,"Miyazaki, Japan"
6.9,0.0,7.0,0.0,732.0,0.0,0.0,0.0,mwc,33.0,"Thang, India"
7.7,0.0,7.0,0.0,912.0,0.0,0.0,0.0,mwc,33.0,"Changuillo, Peru"
6.7,0.0,7.0,0.0,691.0,0.0,0.0,0.0,mwc,22.0,"Miyazaki, Japan"
6.6,0.0,7.0,0.0,670.0,0.0,0.0,0.0,mwc,10.0,"Nishinoomote, Japan"
6.8,0.0,6.0,0.0,711.0,0.0,0.0,0.0,mwc,24.0,"Panguna, Papua New Guinea"
6.8,0.0,6.0,0.0,711.0,0.0,0.0,0.0,mwc,33.0,"Paphos, Cyprus"
6.6,0.0,6.0,0.0,670.0,0.0,0.0,0.0,mwc,33.0,"Cortes, Philippines"
6.6,0.0,6.0,0.0,670.0,0.0,0.0,0.0,mwc,33.0,"Cortes, Philippines"
6.8,0.0,6.0,0.0,711.0,0.0,0.0,0.0,mwc,20.0,"Hengchun, Taiwan"
6.9,0.0,6.0,0.0,732.0,0.0,0.0,0.0,mwc,33.0,"Kirakira, Solomon Islands"
7.0,0.0,6.0,0.0,754.0,0.0,0.0,0.0,mwc,33.0,"Palu, Indonesia"
6.6,0.0,6.0,0.0,670.0,0.0,0.0,0.0,mwb,33.0,"Palu, Indonesia"
6.8,0.0,6.0,0.0,711.0,0.0,0.0,0.0,mwb,18.3,"Coyuquilla Norte, Mexico"
7.85,0.0,4.0,0.0,960.0,0.0,0.0,0.0,mwc,113.5,"Maumere, Indonesia"
7.1,0.0,6.0,0.0,776.0,0.0,0.0,0.0,mwc,33.0,"Palapag, Philippines"
7.3,0.0,7.0,0.0,820.0,0.0,0.0,0.0,mwc,26.3,"Adak, Alaska"
7.85,0.0,7.0,0.0,960.0,0.0,0.0,0.0,mwc,33.0,"Adak, Alaska"
6.7,0.0,4.0,0.0,691.0,0.0,0.0,0.0,mwc,113.5,"Sola, Vanuatu"
7.2,0.0,6.0,0.0,798.0,0.0,0.0,0.0,mwc,44.0,"Panguna, Papua New Guinea"
6.6,0.0,7.0,0.0,670.0,0.0,0.0,0.0,mwb,49.5,Ant
6.7,0.0,5.0,0.0,691.0,0.0,0.0,0.0,mwc,113.5,"Port-Olry, Vanuatu"
6.7,0.0,6.0,0.0,691.0,0.0,0.0,0.0,mwc,33.0,"Villa El Carmen, Nicaragua"
6.6,0.0,6.0,0.0,670.0,0.0,0.0,0.0,mwc,33.0,"Masachapa, Nicaragua"
7.1,0.0,7.0,0.0,776.0,0.0,0.0,0.0,mw,21.1,"Santa María Chico Ometepec, Mexico"
7.5,0.0,6.0,0.0,865.0,0.0,0.0,0.0,mw,10.0,"Puerto Santa, Peru"
6.5,0.0,6.0,0.0,650.0,0.0,0.0,0.0,mw,31.9,"Biak, Indonesia"
6.5,0.0,6.0,0.0,650.0,0.0,0.0,0.0,mw,19.2,"Insrom, Indonesia"
7.85,0.0,8.0,0.0,1007.0,0.0,0.0,0.0,mww,33.0,"Biak, Indonesia"
6.7,0.0,4.0,0.0,691.0,0.0,0.0,0.0,mw,40.8,"Namie, Japan"
7.2,0.0,6.0,0.0,798.0,0.0,0.0,0.0,mw,42.6,"Kuril’sk, Russia"
6.6,0.0,10.0,0.0,670.0,0.0,0.0,0.0,mw,11.1,"Lijiang, China"
6.6,0.0,7.0,0.0,670.0,0.0,0.0,0.0,ms,33.0,"Yelizovo, Russia"
7.85,0.0,8.0,0.0,960.0,0.0,0.0,0.0,mw,24.0,"Palu, Indonesia"
7.1,0.0,6.0,0.0,776.0,0.0,0.0,0.0,mw,113.5,"Lospalos, Timor Leste"
6.5,0.0,6.0,0.0,650.0,0.0,0.0,0.0,mwb,63.4,"Abepura, Indonesia"
7.85,0.0,6.0,0.0,960.0,0.0,0.0,0.0,mw,33.0,"Kuril’sk, Russia"
7.2,0.0,9.0,0.0,798.0,0.0,0.0,0.0,mw,10.0,"Nuwaybi‘a, Egypt"
6.7,0.0,7.0,0.0,691.0,0.0,0.0,0.0,mw,19.9,"Vallenar, Chile"
7.2,0.0,6.0,0.0,798.0,0.0,0.0,0.0,mw,113.5,"Ocozocoautla de Espinosa, Mexico"
6.8,0.0,6.0,0.0,711.0,0.0,0.0,0.0,mw,19.7,"Naze, Japan"
7.1,0.0,6.0,0.0,776.0,0.0,0.0,0.0,mw,28.4,"Naze, Japan"
7.85,0.0,8.0,0.0,985.0,0.0,0.0,0.0,mw,33.0,"El Colomo, Mexico"
6.8,0.0,7.0,0.0,711.0,0.0,0.0,0.0,mw,33.0,"Sungai Penuh, Indonesia"
6.5,0.0,7.0,0.0,650.0,0.0,0.0,0.0,mw,16.7,"Sucúa, Ecuador"
7.0,0.0,7.0,0.0,754.0,0.0,0.0,0.0,mw,24.4,"Sucúa, Ecuador"
6.5,0.0,5.0,0.0,650.0,0.0,0.0,0.0,mwb,59.9,"Paramonga, Peru"
7.4,0.0,7.0,0.0,842.0,0.0,0.0,0.0,mwb,23.0,"Azoyú, Mexico"
6.6,0.0,5.0,0.0,670.0,0.0,0.0,0.0,mwb,12.2,"Etchoropo, Mexico"
6.6,0.0,6.0,0.0,670.0,0.0,0.0,0.0,mw,113.5,"Neira, Colombia"
7.2,0.0,6.0,0.0,798.0,0.0,0.0,0.0,mw,33.0,"Panguna, Papua New Guinea"
6.6,0.0,4.0,0.0,670.0,0.0,0.0,0.0,mw,18.7,"Kokopo, Papua New Guinea"
7.7,0.0,6.0,0.0,912.0,0.0,0.0,0.0,mw,30.1,"Panguna, Papua New Guinea"
6.7,0.0,6.0,0.0,691.0,0.0,0.0,0.0,mw,113.5,"Kokopo, Papua New Guinea"
7.85,0.0,8.0,0.0,985.0,0.0,0.0,0.0,mw,45.6,Ant
6.8,0.0,8.0,0.0,711.0,0.0,0.0,0.0,mw,12.5,"Jinghong, China"
6.6,0.0,5.0,0.0,670.0,0.0,0.0,0.0,mw,113.5,"Isangel, Vanuatu"
6.5,0.0,7.0,0.0,650.0,0.0,0.0,0.0,mw,14.2,"Galaxídhion, Greece"
7.1,0.0,9.0,0.0,776.0,0.0,0.0,0.0,mwb,11.0,"Tungor, Russia"
7.7,0.0,4.0,0.0,912.0,0.0,0.0,0.0,mw,20.2,"Vao, New Caledonia"
6.9,0.0,6.0,0.0,732.0,0.0,0.0,0.0,mw,11.2,"Maubara, Timor Leste"
6.6,0.0,9.0,0.0,670.0,0.0,0.0,0.0,mw,14.0,"Aianí, Greece"
7.1,0.0,7.0,0.0,776.0,0.0,0.0,0.0,mw,16.0,"Cabatuan, Philippines"
